epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,151.175,1.45654,1.87931,0.75725,0.97035,0.66356,0.72709,0.70516,0.37092,0.46786,0.54096,0.44192,0.1531,1.49126,2.12941,0.75026,0.96353,0.00107675,0.00107675,0.00107675
16,161.293,1.45371,1.82152,0.75235,0.96602,0.72618,0.68015,0.72102,0.34396,0.47693,0.51493,0.43906,0.1511,1.59235,2.35265,0.78595,0.9767,0.00106437,0.00106437,0.00106437
17,171.345,1.46271,1.8546,0.74408,0.96917,0.6825,0.72433,0.72934,0.3527,0.54035,0.53997,0.49293,0.16662,1.52884,2.05076,0.78376,0.96717,0.001052,0.001052,0.001052
18,181.491,1.43013,1.83008,0.72958,0.95955,0.64832,0.71899,0.7182,0.34785,0.47801,0.5684,0.45007,0.15955,1.58984,2.24494,0.76378,0.96938,0.00103962,0.00103962,0.00103962
19,191.509,1.42139,1.84166,0.72431,0.9664,0.68771,0.67364,0.70708,0.34753,0.46717,0.45424,0.41075,0.12929,1.54318,2.44605,0.74682,0.96306,0.00102725,0.00102725,0.00102725
20,201.594,1.46118,1.85669,0.73415,0.96824,0.69213,0.66796,0.71448,0.35181,0.43059,0.48001,0.40624,0.13921,1.56359,2.25709,0.7443,0.97992,0.00101488,0.00101488,0.00101488
21,211.606,1.4489,1.81634,0.72172,0.95801,0.73214,0.73618,0.75815,0.39277,0.5681,0.58571,0.53486,0.18993,1.44573,1.98036,0.71905,0.95473,0.0010025,0.0010025,0.0010025
22,221.74,1.38429,1.76713,0.69902,0.94142,0.76527,0.68519,0.76142,0.37423,0.53681,0.486,0.45195,0.1447,1.50674,2.27326,0.72351,0.95341,0.000990125,0.000990125,0.000990125
23,231.814,1.4024,1.78254,0.69693,0.94614,0.76974,0.73482,0.77895,0.38717,0.55981,0.50788,0.47408,0.16376,1.49365,2.17439,0.73158,0.9494,0.00097775,0.00097775,0.00097775
24,241.887,1.36232,1.7307,0.68219,0.94198,0.70933,0.74597,0.74095,0.36756,0.55652,0.57011,0.50703,0.19194,1.52574,1.93701,0.72534,0.9574,0.000965375,0.000965375,0.000965375
25,251.887,1.33906,1.734,0.68071,0.93083,0.77304,0.76656,0.80508,0.41234,0.61212,0.55598,0.54994,0.20038,1.41217,1.8977,0.70035,0.93855,0.000953,0.000953,0.000953
26,262.052,1.33888,1.7416,0.67851,0.93597,0.71812,0.75831,0.80238,0.41682,0.51638,0.57196,0.51743,0.16985,1.4306,2.07917,0.70602,0.95308,0.000940625,0.000940625,0.000940625
27,272.063,1.35461,1.73873,0.67456,0.93582,0.79288,0.75763,0.7952,0.39678,0.59007,0.57474,0.55016,0.19411,1.46477,1.97139,0.70509,0.94878,0.00092825,0.00092825,0.00092825
28,282.131,1.33509,1.71795,0.67339,0.94349,0.78754,0.75983,0.80685,0.42275,0.59498,0.56621,0.54845,0.20392,1.43323,1.93421,0.67787,0.9418,0.000915875,0.000915875,0.000915875
29,292.232,1.3363,1.71325,0.67423,0.9324,0.79056,0.79422,0.83255,0.41966,0.57121,0.5958,0.55366,0.19179,1.46533,1.97956,0.7038,0.94589,0.0009035,0.0009035,0.0009035
30,302.281,1.29969,1.67655,0.6569,0.92851,0.80556,0.81166,0.84421,0.44067,0.611,0.61206,0.56647,0.19845,1.3796,1.83829,0.67342,0.93157,0.000891125,0.000891125,0.000891125
31,312.445,1.28078,1.65984,0.64993,0.92417,0.80102,0.77225,0.82667,0.42308,0.58585,0.55484,0.53331,0.17628,1.47793,1.9124,0.6976,0.95357,0.00087875,0.00087875,0.00087875
32,322.51,1.27992,1.62768,0.64761,0.92399,0.8463,0.77731,0.85326,0.43585,0.66906,0.62811,0.62256,0.23524,1.42625,1.87193,0.67878,0.93844,0.000866375,0.000866375,0.000866375
33,332.619,1.29053,1.66298,0.65103,0.93042,0.79027,0.75136,0.8323,0.42382,0.52142,0.54907,0.47935,0.15379,1.44854,2.19149,0.69197,0.94441,0.000854,0.000854,0.000854
34,342.635,1.2885,1.62154,0.64166,0.91839,0.81691,0.82465,0.84687,0.43373,0.66636,0.66348,0.6221,0.24204,1.43207,1.8812,0.67336,0.93929,0.000841625,0.000841625,0.000841625
35,352.695,1.28125,1.64326,0.64746,0.9329,0.82867,0.77035,0.82828,0.43498,0.62735,0.57529,0.57783,0.20137,1.40725,1.87165,0.67735,0.94163,0.00082925,0.00082925,0.00082925
36,362.679,1.22795,1.5757,0.62346,0.91573,0.8553,0.75067,0.84374,0.45133,0.58332,0.55149,0.54623,0.18238,1.38465,1.97629,0.66392,0.93253,0.000816875,0.000816875,0.000816875
37,372.642,1.25383,1.61976,0.62704,0.91126,0.84422,0.77608,0.84282,0.45056,0.6406,0.5862,0.57927,0.2002,1.39382,1.87108,0.66501,0.93546,0.0008045,0.0008045,0.0008045
38,382.656,1.27215,1.61401,0.63244,0.91439,0.85219,0.78149,0.83677,0.44316,0.62056,0.59383,0.57665,0.19847,1.40268,1.72945,0.6646,0.93204,0.000792125,0.000792125,0.000792125
39,392.707,1.22683,1.56766,0.61931,0.91089,0.81472,0.80958,0.84633,0.43804,0.59804,0.59663,0.57633,0.20844,1.38829,1.90879,0.6584,0.93162,0.00077975,0.00077975,0.00077975
40,402.76,1.21687,1.5665,0.61414,0.91457,0.77005,0.78854,0.82142,0.42489,0.58836,0.5827,0.54799,0.19269,1.40317,1.88579,0.67178,0.94473,0.000767375,0.000767375,0.000767375
41,412.888,1.24657,1.58767,0.62467,0.91367,0.81989,0.81657,0.86032,0.46627,0.62737,0.62946,0.60894,0.2185,1.37716,1.86256,0.65499,0.92531,0.000755,0.000755,0.000755
42,422.995,1.2476,1.60444,0.62696,0.91444,0.88592,0.74109,0.85023,0.45393,0.65436,0.58442,0.58898,0.21743,1.39632,1.80451,0.65654,0.93034,0.000742625,0.000742625,0.000742625
43,432.997,1.21035,1.58512,0.60933,0.90728,0.84631,0.8105,0.8596,0.45755,0.65431,0.63095,0.5912,0.21266,1.35026,1.78167,0.64755,0.92583,0.00073025,0.00073025,0.00073025
44,443.052,1.21321,1.56995,0.61268,0.90433,0.84859,0.80289,0.85557,0.44803,0.60887,0.57812,0.54214,0.18595,1.39072,1.81771,0.65377,0.93021,0.000717875,0.000717875,0.000717875
45,453.106,1.1942,1.52261,0.60339,0.90161,0.82283,0.76477,0.83603,0.41446,0.57517,0.57736,0.53131,0.17841,1.47635,2.16233,0.67593,0.94042,0.0007055,0.0007055,0.0007055
46,463.135,1.21009,1.54845,0.60836,0.90339,0.82433,0.79887,0.85724,0.4727,0.62409,0.58378,0.59203,0.213,1.32615,1.76884,0.64134,0.92458,0.000693125,0.000693125,0.000693125
47,473.12,1.18089,1.49621,0.59543,0.89976,0.84611,0.75487,0.84114,0.44512,0.56004,0.56828,0.53289,0.18443,1.39257,1.99795,0.66129,0.93193,0.00068075,0.00068075,0.00068075
48,483.092,1.15731,1.51517,0.5897,0.90001,0.8185,0.82637,0.87097,0.47343,0.62582,0.63231,0.61999,0.23271,1.3532,1.79882,0.63319,0.92632,0.000668375,0.000668375,0.000668375
49,493.147,1.14676,1.53279,0.58455,0.89761,0.83542,0.82627,0.88591,0.47926,0.63244,0.66303,0.63162,0.24732,1.31087,1.73507,0.62069,0.92322,0.000656,0.000656,0.000656
50,503.259,1.14298,1.44867,0.57478,0.89304,0.84036,0.82043,0.86701,0.45784,0.64368,0.62595,0.61154,0.22313,1.36476,1.84724,0.62548,0.92694,0.000643625,0.000643625,0.000643625
51,513.273,1.15068,1.51039,0.58262,0.89868,0.88484,0.81295,0.88427,0.48026,0.67133,0.62399,0.63434,0.23259,1.3658,1.82911,0.63082,0.92089,0.00063125,0.00063125,0.00063125
52,523.296,1.16403,1.5181,0.58329,0.89083,0.8679,0.82604,0.89229,0.4823,0.65334,0.62247,0.61579,0.22065,1.33219,1.70105,0.63232,0.92234,0.000618875,0.000618875,0.000618875
53,533.339,1.13385,1.48669,0.57777,0.89609,0.84447,0.83967,0.87863,0.4909,0.62168,0.63682,0.61924,0.24038,1.31221,1.7085,0.618,0.91816,0.0006065,0.0006065,0.0006065
54,543.503,1.15248,1.48431,0.57661,0.89181,0.8291,0.77234,0.84234,0.45891,0.61063,0.58792,0.59036,0.20844,1.36938,1.80768,0.63543,0.92143,0.000594125,0.000594125,0.000594125
55,553.504,1.1503,1.50335,0.58276,0.89807,0.85474,0.82718,0.89203,0.49227,0.67376,0.64682,0.63924,0.25074,1.33015,1.73721,0.62808,0.92357,0.00058175,0.00058175,0.00058175
56,563.647,1.14844,1.47605,0.57719,0.89242,0.85344,0.80034,0.86865,0.48235,0.63306,0.62046,0.6027,0.21877,1.31588,1.71478,0.61958,0.91972,0.000569375,0.000569375,0.000569375
57,573.738,1.09777,1.41277,0.55783,0.88255,0.85928,0.83586,0.89392,0.49745,0.67941,0.659,0.64913,0.24934,1.2959,1.69956,0.60852,0.91288,0.000557,0.000557,0.000557
58,583.92,1.1029,1.45094,0.55878,0.89082,0.80613,0.81426,0.86007,0.48344,0.64283,0.60326,0.6174,0.22293,1.34029,1.79129,0.62177,0.91783,0.000544625,0.000544625,0.000544625
59,593.933,1.13541,1.48398,0.57385,0.88795,0.85808,0.80147,0.8691,0.47896,0.61846,0.62643,0.59227,0.21815,1.32233,1.75001,0.61569,0.91791,0.00053225,0.00053225,0.00053225
60,604.089,1.11528,1.44439,0.56493,0.88877,0.8538,0.82699,0.88265,0.50292,0.65749,0.63077,0.62009,0.2289,1.29514,1.7253,0.60718,0.91422,0.000519875,0.000519875,0.000519875
61,614.124,1.11767,1.44516,0.56224,0.88892,0.89576,0.82919,0.89694,0.50748,0.65775,0.61684,0.60857,0.23061,1.30525,1.70465,0.61632,0.91334,0.0005075,0.0005075,0.0005075
62,624.165,1.07766,1.41361,0.55291,0.88014,0.84628,0.80994,0.88624,0.48676,0.61845,0.60127,0.58542,0.2135,1.32375,1.83174,0.61891,0.91948,0.000495125,0.000495125,0.000495125
63,634.207,1.11014,1.45336,0.56107,0.88676,0.89167,0.82845,0.89764,0.50219,0.68947,0.63703,0.64585,0.24044,1.29431,1.73712,0.60326,0.91357,0.00048275,0.00048275,0.00048275
64,644.314,1.11927,1.42105,0.55597,0.88205,0.86497,0.84027,0.89986,0.50365,0.69096,0.65422,0.66229,0.25635,1.2909,1.70126,0.59894,0.91083,0.000470375,0.000470375,0.000470375
65,654.409,1.13814,1.44507,0.56133,0.8879,0.85432,0.81167,0.87436,0.46497,0.63397,0.60092,0.58839,0.20567,1.38146,1.81794,0.62513,0.92529,0.000458,0.000458,0.000458
66,664.439,1.0886,1.43406,0.54327,0.87652,0.92252,0.80294,0.89388,0.50146,0.6864,0.62812,0.66445,0.24707,1.30019,1.78276,0.59984,0.91111,0.000445625,0.000445625,0.000445625
67,674.497,1.06359,1.39791,0.53443,0.87567,0.88333,0.83429,0.89213,0.50712,0.68648,0.64559,0.66733,0.26561,1.27705,1.69006,0.59084,0.90876,0.00043325,0.00043325,0.00043325
68,684.629,1.05901,1.36385,0.53473,0.87205,0.87577,0.84639,0.90104,0.5086,0.69436,0.66656,0.66355,0.26655,1.28176,1.64836,0.59194,0.90683,0.000420875,0.000420875,0.000420875
69,694.701,1.05477,1.37893,0.53528,0.878,0.91231,0.82118,0.89656,0.51826,0.71056,0.64025,0.66561,0.25401,1.26288,1.6426,0.59028,0.90561,0.0004085,0.0004085,0.0004085
70,704.727,1.02717,1.35581,0.52232,0.86748,0.91481,0.83475,0.90591,0.52804,0.70239,0.6352,0.64886,0.25489,1.25507,1.65615,0.58098,0.90677,0.000396125,0.000396125,0.000396125
71,714.819,1.04225,1.38279,0.53149,0.87351,0.90946,0.82131,0.90569,0.52151,0.68779,0.61885,0.63304,0.24403,1.26804,1.69469,0.58787,0.90806,0.00038375,0.00038375,0.00038375
72,724.804,1.02112,1.3398,0.52279,0.86563,0.92865,0.81134,0.90641,0.5111,0.71079,0.61571,0.64643,0.23422,1.29624,1.7737,0.59961,0.91031,0.000371375,0.000371375,0.000371375
73,734.77,1.03831,1.3766,0.52614,0.86459,0.94015,0.82395,0.91858,0.51426,0.70983,0.61264,0.65481,0.24479,1.28806,1.84202,0.58888,0.91009,0.000359,0.000359,0.000359
74,744.798,1.02406,1.35521,0.52319,0.86971,0.89084,0.82599,0.90543,0.52735,0.67434,0.64166,0.65525,0.26009,1.24422,1.66114,0.57472,0.90456,0.000346625,0.000346625,0.000346625
75,754.892,1.02402,1.34445,0.51897,0.87169,0.89629,0.81658,0.90879,0.52955,0.68739,0.60287,0.63135,0.2386,1.24594,1.69105,0.57123,0.90525,0.00033425,0.00033425,0.00033425
76,764.872,1.00174,1.33541,0.51572,0.8705,0.86348,0.83961,0.89284,0.51986,0.65167,0.63055,0.63547,0.24613,1.2721,1.69535,0.58486,0.90464,0.000321875,0.000321875,0.000321875
77,774.854,1.00355,1.32269,0.51919,0.86784,0.89035,0.81727,0.8953,0.51677,0.66272,0.62599,0.62617,0.23031,1.27542,1.69252,0.59282,0.90888,0.0003095,0.0003095,0.0003095
78,784.878,1.00789,1.31395,0.51548,0.86236,0.89959,0.83518,0.90212,0.52783,0.69054,0.64292,0.65249,0.25846,1.25655,1.6556,0.57773,0.90706,0.000297125,0.000297125,0.000297125
79,794.955,1.00824,1.34213,0.52151,0.86853,0.91472,0.80494,0.90113,0.5224,0.69796,0.61717,0.64657,0.24772,1.25729,1.62772,0.58278,0.90634,0.00028475,0.00028475,0.00028475
80,805.053,0.9897,1.32763,0.51284,0.86556,0.91032,0.82568,0.90914,0.5262,0.67638,0.61509,0.62105,0.23534,1.28542,1.69043,0.5887,0.90558,0.000272375,0.000272375,0.000272375
81,815.054,0.97955,1.30009,0.50654,0.85848,0.9207,0.81685,0.90616,0.54224,0.69427,0.65592,0.66852,0.25525,1.24928,1.59911,0.57783,0.90262,0.00026,0.00026,0.00026
82,825.175,0.97887,1.27347,0.50119,0.86212,0.90025,0.83454,0.90971,0.54161,0.69339,0.64549,0.66518,0.25405,1.26192,1.72383,0.57876,0.90675,0.000247625,0.000247625,0.000247625
83,835.18,0.96496,1.27372,0.50268,0.86426,0.89378,0.84285,0.91094,0.54118,0.69062,0.64682,0.64567,0.24966,1.2478,1.66082,0.57284,0.90327,0.00023525,0.00023525,0.00023525
84,845.183,0.98457,1.2986,0.50707,0.85958,0.92797,0.81195,0.90211,0.53095,0.70438,0.61309,0.64144,0.24636,1.2702,1.71159,0.57889,0.90509,0.000222875,0.000222875,0.000222875
85,855.185,0.96134,1.2756,0.49938,0.85983,0.90252,0.85284,0.91636,0.54759,0.6943,0.65806,0.67126,0.26396,1.23928,1.62051,0.56734,0.90294,0.0002105,0.0002105,0.0002105
86,865.326,0.95668,1.26951,0.498,0.85951,0.88871,0.84721,0.91205,0.53066,0.68808,0.66,0.65443,0.26705,1.2624,1.64888,0.57772,0.90535,0.000198125,0.000198125,0.000198125
87,875.381,0.97238,1.30083,0.49756,0.85606,0.91607,0.82704,0.91202,0.53684,0.67189,0.62934,0.63124,0.24335,1.2661,1.68515,0.57451,0.90365,0.00018575,0.00018575,0.00018575
88,885.43,0.95166,1.28908,0.49101,0.85703,0.93111,0.82871,0.91408,0.54723,0.72025,0.64801,0.66406,0.25463,1.24389,1.65319,0.5664,0.90217,0.000173375,0.000173375,0.000173375
89,895.509,0.94885,1.26659,0.48858,0.85467,0.92233,0.85698,0.92029,0.54822,0.72251,0.67936,0.67142,0.27347,1.23824,1.57942,0.56556,0.9022,0.000161,0.000161,0.000161
90,905.659,0.96053,1.28063,0.49691,0.85579,0.93502,0.84178,0.92077,0.55435,0.70564,0.64158,0.66221,0.25913,1.23345,1.62996,0.5675,0.9001,0.000148625,0.000148625,0.000148625
91,936.589,0.91409,1.22908,0.48094,0.85874,0.91362,0.84277,0.91228,0.54394,0.69604,0.64805,0.64963,0.24587,1.24442,1.64147,0.56968,0.90144,0.00013625,0.00013625,0.00013625
92,946.345,0.90803,1.22797,0.47934,0.85906,0.91381,0.84134,0.91699,0.53415,0.67096,0.62091,0.63552,0.23896,1.29026,1.72455,0.57615,0.90827,0.000123875,0.000123875,0.000123875
93,956.101,0.90331,1.21066,0.47219,0.85613,0.9088,0.84736,0.92088,0.54567,0.70789,0.65182,0.66829,0.26732,1.23722,1.63801,0.56476,0.90223,0.0001115,0.0001115,0.0001115
94,965.932,0.88247,1.22412,0.46681,0.85612,0.92534,0.84083,0.92069,0.5495,0.71317,0.64708,0.66104,0.26199,1.23668,1.61718,0.5661,0.9015,9.9125e-05,9.9125e-05,9.9125e-05
95,975.656,0.87898,1.19831,0.46433,0.85302,0.91381,0.84918,0.91769,0.54963,0.70863,0.65275,0.66317,0.2528,1.25268,1.66343,0.56462,0.90199,8.675e-05,8.675e-05,8.675e-05
96,985.43,0.85903,1.19264,0.45673,0.85408,0.92362,0.83544,0.92067,0.55363,0.73211,0.6146,0.65444,0.25613,1.25558,1.74132,0.56591,0.90156,7.4375e-05,7.4375e-05,7.4375e-05
97,995.148,0.85808,1.18671,0.4566,0.85204,0.92815,0.83069,0.91962,0.55976,0.71359,0.63923,0.66545,0.25621,1.22907,1.6048,0.56201,0.89981,6.2e-05,6.2e-05,6.2e-05
98,1004.85,0.86035,1.18254,0.45889,0.85074,0.92933,0.83394,0.92286,0.55595,0.72528,0.64104,0.67161,0.26783,1.23193,1.6526,0.56316,0.90039,4.9625e-05,4.9625e-05,4.9625e-05
99,1014.68,0.85541,1.17348,0.45859,0.85124,0.92091,0.83959,0.9173,0.54979,0.6994,0.63457,0.65851,0.26151,1.24561,1.67077,0.55975,0.90163,3.725e-05,3.725e-05,3.725e-05
100,1024.45,0.84499,1.15958,0.45427,0.85116,0.92903,0.8513,0.92108,0.55427,0.71087,0.6534,0.66374,0.26396,1.23372,1.6614,0.55807,0.89996,2.4875e-05,2.4875e-05,2.4875e-05
