epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,98.2676,1.55728,1.94146,0.92951,0.97002,0.67169,0.69809,0.72238,0.36163,0.47546,0.50278,0.43849,0.14918,1.49371,2.06724,0.88507,1.02368,0.00063125,0.00063125,0.00063125
52,100.123,1.57451,1.97357,0.9274,0.95848,0.61399,0.77857,0.74051,0.36317,0.44579,0.60105,0.46326,0.15445,1.53041,2.03787,0.88407,1.03732,0.000618875,0.000618875,0.000618875
53,101.993,1.56516,1.94714,0.93252,0.96776,0.62249,0.74722,0.73133,0.35863,0.46198,0.5517,0.46828,0.1618,1.52791,2.02979,0.88388,1.0282,0.0006065,0.0006065,0.0006065
54,103.875,1.61658,1.95526,0.94412,0.96642,0.67975,0.76074,0.74542,0.36256,0.4838,0.50924,0.44907,0.15946,1.50046,2.03505,0.88977,1.02415,0.000594125,0.000594125,0.000594125
55,105.714,1.61589,1.97286,0.94483,0.95885,0.65265,0.73121,0.72774,0.362,0.52469,0.50998,0.45635,0.16347,1.51896,2.0343,0.89371,1.03815,0.00058175,0.00058175,0.00058175
56,107.593,1.53975,1.89297,0.90463,0.94946,0.61351,0.76026,0.72431,0.35776,0.48942,0.52565,0.4551,0.15753,1.51426,2.04873,0.88776,1.03653,0.000569375,0.000569375,0.000569375
57,109.441,1.56843,1.9398,0.91956,0.94265,0.62141,0.74242,0.71346,0.35451,0.48572,0.5307,0.46245,0.16276,1.50582,2.0072,0.89642,1.03012,0.000557,0.000557,0.000557
58,111.384,1.55819,1.95955,0.9105,0.95123,0.68985,0.75415,0.7423,0.36915,0.51719,0.53378,0.46287,0.16098,1.47701,2.04969,0.86068,1.01669,0.000544625,0.000544625,0.000544625
59,113.257,1.53905,1.92891,0.89854,0.95245,0.69713,0.75567,0.75289,0.37662,0.53446,0.54718,0.4807,0.17251,1.46985,1.98317,0.85409,1.01814,0.00053225,0.00053225,0.00053225
60,115.143,1.49969,1.87438,0.90221,0.96045,0.75079,0.76819,0.78769,0.38987,0.54794,0.55833,0.50986,0.17623,1.46629,1.95949,0.85591,1.03399,0.000519875,0.000519875,0.000519875
61,117.051,1.58955,1.89854,0.90524,0.94715,0.74268,0.75823,0.77708,0.38931,0.59367,0.55391,0.51704,0.17794,1.45751,1.95262,0.85032,1.01456,0.0005075,0.0005075,0.0005075
62,118.919,1.54342,1.89826,0.89507,0.94871,0.7239,0.76721,0.77486,0.38788,0.56598,0.58207,0.50896,0.17805,1.46341,1.97429,0.8579,1.01983,0.000495125,0.000495125,0.000495125
63,120.809,1.54868,1.90581,0.90734,0.95826,0.73513,0.75124,0.76651,0.3756,0.58585,0.58048,0.5135,0.18405,1.47643,1.99648,0.8651,1.01401,0.00048275,0.00048275,0.00048275
64,122.742,1.58612,1.96936,0.90011,0.95593,0.67794,0.73967,0.75244,0.361,0.47584,0.51731,0.43246,0.14551,1.54019,2.05226,0.89016,1.02647,0.000470375,0.000470375,0.000470375
65,124.612,1.58589,1.94166,0.89601,0.94874,0.65627,0.73244,0.72818,0.36533,0.49194,0.5522,0.47756,0.16903,1.52001,2.01622,0.88168,1.04211,0.000458,0.000458,0.000458
66,126.627,1.53528,1.90658,0.88633,0.94529,0.7283,0.71108,0.76043,0.38187,0.58416,0.56946,0.51556,0.17412,1.45279,1.98599,0.83901,1.0135,0.000445625,0.000445625,0.000445625
67,128.547,1.54143,1.98356,0.90884,0.94998,0.71983,0.73885,0.7567,0.38166,0.55655,0.57327,0.50911,0.1762,1.45606,1.97127,0.83879,1.00742,0.00043325,0.00043325,0.00043325
68,130.418,1.53924,1.95348,0.88456,0.94557,0.72062,0.73285,0.75513,0.38762,0.57075,0.57198,0.50947,0.18521,1.44638,1.96901,0.84242,1.01159,0.000420875,0.000420875,0.000420875
69,132.369,1.53103,1.90585,0.88732,0.94567,0.70919,0.74901,0.74187,0.38103,0.55771,0.57452,0.51727,0.17846,1.43703,1.96806,0.84052,1.00468,0.0004085,0.0004085,0.0004085
70,134.302,1.53114,1.92963,0.88006,0.94341,0.70091,0.77215,0.77649,0.38421,0.57315,0.58539,0.53216,0.18858,1.4142,1.95233,0.82834,1.00349,0.000396125,0.000396125,0.000396125
71,136.172,1.47664,1.83143,0.86253,0.95488,0.69459,0.77229,0.76036,0.39248,0.58328,0.58595,0.52311,0.18195,1.40409,1.95721,0.81752,1.00076,0.00038375,0.00038375,0.00038375
72,138.084,1.48101,1.80234,0.8737,0.94072,0.68236,0.74145,0.73308,0.37782,0.49451,0.5668,0.46988,0.16246,1.44644,1.96401,0.83222,1.00776,0.000371375,0.000371375,0.000371375
73,140.017,1.50045,1.87764,0.88018,0.94446,0.6584,0.7843,0.7465,0.38054,0.51465,0.54687,0.4622,0.15011,1.44515,1.99583,0.82839,1.01304,0.000359,0.000359,0.000359
74,141.922,1.49682,1.90789,0.87107,0.94137,0.66288,0.77246,0.7498,0.36552,0.48653,0.57682,0.46168,0.15089,1.49867,2.0182,0.84069,1.01595,0.000346625,0.000346625,0.000346625
75,143.839,1.47856,1.81075,0.851,0.94093,0.72609,0.76096,0.75978,0.38287,0.53337,0.52154,0.46346,0.15267,1.43505,1.98902,0.83531,1.00543,0.00033425,0.00033425,0.00033425
76,145.721,1.45541,1.84198,0.85081,0.93983,0.7032,0.76902,0.77312,0.38734,0.51982,0.58016,0.47176,0.16602,1.46462,1.97167,0.84558,1.02227,0.000321875,0.000321875,0.000321875
77,147.626,1.48211,1.83238,0.85908,0.9389,0.75672,0.75271,0.77661,0.39515,0.53576,0.57884,0.45615,0.15848,1.43093,1.99245,0.82478,1.00308,0.0003095,0.0003095,0.0003095
78,149.555,1.48708,1.82125,0.85184,0.93963,0.75251,0.75369,0.77812,0.39281,0.53793,0.60073,0.4873,0.17046,1.45366,1.96586,0.82578,1.00937,0.000297125,0.000297125,0.000297125
79,151.497,1.46097,1.79005,0.8418,0.93598,0.70678,0.75825,0.77756,0.39925,0.51585,0.61282,0.49884,0.18222,1.43051,1.96677,0.81794,1.00094,0.00028475,0.00028475,0.00028475
80,153.371,1.43887,1.7929,0.84997,0.93608,0.69284,0.77965,0.77186,0.4015,0.54438,0.58605,0.51021,0.1761,1.4064,1.95442,0.81186,0.9897,0.000272375,0.000272375,0.000272375
81,155.201,1.48839,1.93086,0.85634,0.93568,0.72411,0.7541,0.78884,0.39892,0.58424,0.61284,0.5529,0.19751,1.42541,1.92788,0.81566,1.00033,0.00026,0.00026,0.00026
82,157.076,1.51945,1.86596,0.87908,0.9483,0.73751,0.74833,0.79307,0.3989,0.5607,0.58712,0.50298,0.17847,1.40216,1.93225,0.81714,1.00158,0.000247625,0.000247625,0.000247625
83,158.924,1.44785,1.78045,0.8408,0.93762,0.70291,0.79428,0.76664,0.39947,0.55865,0.62324,0.52801,0.18848,1.39172,1.90809,0.81642,0.98973,0.00023525,0.00023525,0.00023525
84,160.793,1.47912,1.85141,0.84939,0.93137,0.75256,0.72851,0.78744,0.40354,0.54298,0.59016,0.5056,0.17659,1.39722,1.92288,0.80893,0.99132,0.000222875,0.000222875,0.000222875
85,162.627,1.46174,1.82635,0.83524,0.93773,0.78842,0.73994,0.79953,0.41172,0.60743,0.5972,0.53933,0.18347,1.38457,1.91287,0.7999,0.98894,0.0002105,0.0002105,0.0002105
86,164.563,1.48989,1.84239,0.84024,0.92895,0.71534,0.78794,0.78752,0.40034,0.55652,0.61346,0.52299,0.18466,1.42374,1.94261,0.80972,0.99446,0.000198125,0.000198125,0.000198125
87,166.399,1.47777,1.82187,0.86375,0.93988,0.73414,0.77517,0.77052,0.39754,0.5786,0.64645,0.54188,0.18967,1.40082,1.92211,0.80619,0.99068,0.00018575,0.00018575,0.00018575
88,168.2,1.44427,1.80897,0.82121,0.94213,0.75224,0.78257,0.78641,0.40845,0.60076,0.61598,0.54148,0.18605,1.38431,1.93141,0.79439,0.98627,0.000173375,0.000173375,0.000173375
89,170.024,1.45905,1.79835,0.81794,0.93148,0.75572,0.79729,0.8074,0.41035,0.57618,0.60229,0.5243,0.17604,1.39074,1.93477,0.79797,0.98765,0.000161,0.000161,0.000161
90,171.86,1.43144,1.78207,0.82086,0.92199,0.74825,0.81314,0.7937,0.41063,0.57859,0.62651,0.53576,0.18317,1.38625,1.91151,0.79828,0.98825,0.000148625,0.000148625,0.000148625
91,193.521,1.38242,1.74209,0.81609,0.92564,0.75691,0.80216,0.79941,0.4121,0.58041,0.61214,0.53232,0.18165,1.37279,1.91473,0.79572,0.98514,0.00013625,0.00013625,0.00013625
92,195.319,1.34777,1.74871,0.81194,0.92564,0.74298,0.81218,0.79989,0.40783,0.54812,0.59703,0.50059,0.1736,1.39895,1.93558,0.80213,0.99311,0.000123875,0.000123875,0.000123875
93,197.208,1.33334,1.72422,0.79472,0.92061,0.7531,0.80648,0.80937,0.41166,0.54381,0.60895,0.50906,0.17862,1.40692,1.9451,0.80434,0.99556,0.0001115,0.0001115,0.0001115
94,199.008,1.3297,1.741,0.79227,0.92354,0.74817,0.78782,0.8035,0.41379,0.58108,0.61061,0.53239,0.18483,1.38546,1.9232,0.79335,0.99128,9.9125e-05,9.9125e-05,9.9125e-05
95,200.834,1.32174,1.66846,0.78267,0.9184,0.72361,0.79673,0.8144,0.41203,0.55717,0.60079,0.51228,0.17634,1.38676,1.9461,0.79015,0.98967,8.675e-05,8.675e-05,8.675e-05
96,202.613,1.34324,1.71835,0.79417,0.92603,0.70704,0.80689,0.79982,0.41254,0.56439,0.62,0.53004,0.18136,1.37321,1.9301,0.78862,0.98741,7.4375e-05,7.4375e-05,7.4375e-05
97,204.425,1.3218,1.68542,0.786,0.91634,0.72221,0.79782,0.81307,0.40991,0.57588,0.6334,0.54507,0.18673,1.3836,1.92256,0.78711,0.99013,6.2e-05,6.2e-05,6.2e-05
98,206.203,1.32647,1.68585,0.79049,0.91806,0.78168,0.76096,0.82804,0.40984,0.58914,0.602,0.54298,0.18457,1.39374,1.93208,0.79151,0.99177,4.9625e-05,4.9625e-05,4.9625e-05
99,207.994,1.29742,1.64964,0.76743,0.91286,0.81001,0.75945,0.82969,0.41173,0.627,0.60467,0.54574,0.18166,1.39483,1.94274,0.79109,0.99266,3.725e-05,3.725e-05,3.725e-05
100,209.879,1.31822,1.70649,0.78871,0.92008,0.73182,0.79142,0.79742,0.41056,0.59259,0.62315,0.53143,0.17879,1.38821,1.93638,0.79041,0.99088,2.4875e-05,2.4875e-05,2.4875e-05
