epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,1531.15,0.94736,1.27171,0.4815,0.86315,0.88985,0.85607,0.91985,0.5584,0.71836,0.63614,0.65976,0.27003,1.25921,1.71436,0.56451,0.91647,0.000470375,0.000470375,0.000470375
128,1543.09,0.93532,1.24436,0.47605,0.85836,0.9292,0.8452,0.93917,0.56178,0.73042,0.65617,0.67765,0.27868,1.27395,1.70803,0.56921,0.91413,0.000464188,0.000464188,0.000464188
129,1555.17,0.92951,1.21378,0.4739,0.85876,0.88642,0.83235,0.91408,0.55521,0.69444,0.65595,0.67341,0.27632,1.25896,1.70391,0.56506,0.91176,0.000458,0.000458,0.000458
130,1567.4,0.93263,1.25319,0.4737,0.85726,0.89502,0.85081,0.92689,0.56309,0.68086,0.69358,0.68748,0.2757,1.23464,1.629,0.55093,0.91552,0.000451813,0.000451813,0.000451813
131,1580.47,0.90517,1.22305,0.46722,0.85778,0.90858,0.84075,0.90868,0.5628,0.68256,0.64168,0.65499,0.25709,1.23381,1.6731,0.5496,0.90913,0.000445625,0.000445625,0.000445625
132,1592.47,0.90064,1.21843,0.46262,0.85212,0.91946,0.85522,0.93192,0.56327,0.73074,0.66104,0.68834,0.28129,1.24667,1.63281,0.5549,0.91124,0.000439437,0.000439437,0.000439437
133,1604.51,0.90771,1.19672,0.46246,0.85417,0.91044,0.85513,0.91949,0.56188,0.71794,0.64397,0.64545,0.26302,1.2563,1.72025,0.56098,0.91634,0.00043325,0.00043325,0.00043325
134,1616.53,0.88436,1.2072,0.45791,0.85091,0.9183,0.83557,0.91843,0.56543,0.71762,0.62659,0.64965,0.2642,1.25311,1.72568,0.56285,0.91295,0.000427062,0.000427062,0.000427062
135,1628.49,0.90116,1.21978,0.46035,0.84957,0.91136,0.86042,0.93167,0.56162,0.72615,0.63966,0.68254,0.27091,1.25697,1.63091,0.5631,0.91514,0.000420875,0.000420875,0.000420875
136,1640.5,0.91041,1.22248,0.46827,0.85397,0.89784,0.82635,0.90331,0.54321,0.69758,0.62764,0.65145,0.25125,1.28697,1.72493,0.5682,0.9193,0.000414688,0.000414688,0.000414688
137,1652.39,0.90141,1.21062,0.46605,0.85328,0.90512,0.82901,0.91204,0.55462,0.69179,0.60452,0.63777,0.25434,1.28634,1.75335,0.56654,0.91812,0.0004085,0.0004085,0.0004085
138,1664.46,0.91528,1.23448,0.46672,0.85117,0.91002,0.82789,0.91524,0.55504,0.66401,0.63726,0.64177,0.24824,1.25056,1.69868,0.56015,0.91263,0.000402312,0.000402312,0.000402312
139,1676.45,0.90309,1.21514,0.46545,0.85289,0.89811,0.84066,0.90886,0.55739,0.7093,0.62188,0.64485,0.25001,1.24692,1.68926,0.55985,0.91168,0.000396125,0.000396125,0.000396125
140,1688.51,0.89311,1.19772,0.46115,0.85186,0.92723,0.82394,0.91716,0.5646,0.70932,0.62742,0.66178,0.25835,1.25326,1.78153,0.55664,0.91583,0.000389938,0.000389938,0.000389938
141,1700.39,0.87685,1.19677,0.45536,0.85273,0.91134,0.82842,0.90983,0.56253,0.71976,0.64112,0.6602,0.2621,1.24642,1.68367,0.54582,0.91366,0.00038375,0.00038375,0.00038375
142,1712.36,0.89172,1.19865,0.45679,0.85172,0.90875,0.84241,0.90911,0.54639,0.68669,0.62899,0.64461,0.25542,1.27617,1.74548,0.56306,0.9122,0.000377563,0.000377563,0.000377563
143,1724.3,0.89986,1.22074,0.46431,0.85274,0.91778,0.84923,0.91905,0.57268,0.70862,0.65319,0.66904,0.26568,1.25342,1.66712,0.555,0.90814,0.000371375,0.000371375,0.000371375
144,1736.25,0.8958,1.20617,0.4549,0.85179,0.91121,0.82214,0.90611,0.55065,0.69546,0.59515,0.63147,0.24894,1.2426,1.66895,0.5533,0.909,0.000365188,0.000365188,0.000365188
145,1748.11,0.85549,1.14384,0.44778,0.84854,0.89894,0.81467,0.90037,0.55036,0.68635,0.61751,0.6411,0.24334,1.22604,1.62886,0.55359,0.90779,0.000359,0.000359,0.000359
146,1760.08,0.85833,1.1454,0.44783,0.84814,0.91961,0.82197,0.91071,0.55997,0.70596,0.62951,0.65672,0.25311,1.24176,1.71272,0.54923,0.90892,0.000352812,0.000352812,0.000352812
147,1772,0.8553,1.14754,0.44552,0.85076,0.90378,0.84353,0.91381,0.5719,0.68247,0.64033,0.64417,0.25307,1.21322,1.70132,0.54519,0.91061,0.000346625,0.000346625,0.000346625
148,1783.94,0.879,1.19029,0.45716,0.85024,0.90266,0.84413,0.91793,0.56394,0.7059,0.66209,0.68503,0.26451,1.24183,1.66462,0.55664,0.91358,0.000340438,0.000340438,0.000340438
149,1795.8,0.88508,1.18278,0.45533,0.84789,0.90048,0.85933,0.92132,0.56973,0.65458,0.67823,0.67489,0.26161,1.23012,1.69731,0.54758,0.91186,0.00033425,0.00033425,0.00033425
150,1807.73,0.85705,1.15934,0.44553,0.84627,0.89743,0.85608,0.92215,0.57319,0.71566,0.61334,0.65921,0.25817,1.2345,1.73006,0.55223,0.90942,0.000328063,0.000328063,0.000328063
151,1819.63,0.89974,1.21553,0.45962,0.84736,0.9099,0.8305,0.91778,0.55361,0.70592,0.60084,0.63639,0.2433,1.27953,1.77168,0.56786,0.91643,0.000321875,0.000321875,0.000321875
152,1831.58,0.87667,1.16741,0.45203,0.84764,0.89506,0.86255,0.91801,0.57175,0.69943,0.66061,0.66414,0.26329,1.24347,1.63031,0.55265,0.91054,0.000315687,0.000315687,0.000315687
153,1843.54,0.85339,1.15943,0.43976,0.84429,0.89006,0.85557,0.92218,0.57512,0.7328,0.6288,0.65663,0.26816,1.24033,1.64429,0.54493,0.90663,0.0003095,0.0003095,0.0003095
154,1856.99,0.89196,1.19152,0.45495,0.84962,0.90808,0.85402,0.92373,0.56893,0.72217,0.62144,0.65434,0.26514,1.24013,1.65542,0.55542,0.90854,0.000303313,0.000303313,0.000303313
155,1868.93,0.86093,1.1467,0.44477,0.84485,0.9288,0.84091,0.92825,0.58481,0.73573,0.66214,0.69136,0.27603,1.21399,1.61637,0.54332,0.90604,0.000297125,0.000297125,0.000297125
156,1881.03,0.85675,1.16026,0.4439,0.84483,0.92015,0.8287,0.91801,0.57166,0.72888,0.63921,0.67451,0.26657,1.21868,1.71676,0.5462,0.90919,0.000290937,0.000290937,0.000290937
157,1892.77,0.85016,1.15577,0.44267,0.84391,0.92007,0.84983,0.92652,0.56157,0.70192,0.64249,0.66441,0.26101,1.23082,1.68441,0.55273,0.90586,0.00028475,0.00028475,0.00028475
158,1904.77,0.85644,1.14098,0.44345,0.84557,0.93167,0.84442,0.9299,0.57652,0.72888,0.64283,0.67656,0.27049,1.22656,1.69372,0.55261,0.9137,0.000278562,0.000278562,0.000278562
159,1916.63,0.83422,1.15653,0.44054,0.84431,0.90946,0.85329,0.93403,0.56854,0.67312,0.64102,0.6633,0.26992,1.24456,1.72374,0.55454,0.91259,0.000272375,0.000272375,0.000272375
160,1928.51,0.84576,1.13324,0.4385,0.84099,0.91457,0.84562,0.92304,0.57436,0.68536,0.65868,0.65568,0.26222,1.23293,1.76457,0.5495,0.90652,0.000266187,0.000266187,0.000266187
161,1940.4,0.85324,1.16605,0.44253,0.84578,0.91918,0.85561,0.92621,0.57703,0.72227,0.63523,0.65654,0.26433,1.23766,1.78662,0.55467,0.90673,0.00026,0.00026,0.00026
162,1952.28,0.84329,1.1571,0.44048,0.84296,0.90049,0.86391,0.92346,0.57021,0.71823,0.66089,0.66852,0.27003,1.23243,1.67672,0.54707,0.90978,0.000253812,0.000253812,0.000253812
163,1964.35,0.84903,1.14667,0.44164,0.8467,0.90691,0.85368,0.92732,0.56595,0.68738,0.65074,0.66053,0.27501,1.22282,1.71544,0.54596,0.90812,0.000247625,0.000247625,0.000247625
164,1976.27,0.83716,1.13246,0.43693,0.83961,0.92707,0.8384,0.92404,0.57447,0.70756,0.64156,0.66256,0.26849,1.23425,1.7032,0.54761,0.90733,0.000241438,0.000241438,0.000241438
165,1987.98,0.83707,1.14038,0.43486,0.84406,0.8803,0.86715,0.92108,0.5706,0.69167,0.64072,0.64905,0.26758,1.22288,1.77299,0.54161,0.90978,0.00023525,0.00023525,0.00023525
166,1999.81,0.8367,1.14018,0.43605,0.83844,0.91776,0.86831,0.9357,0.5803,0.72706,0.67328,0.6936,0.28899,1.20113,1.65171,0.53616,0.9008,0.000229063,0.000229063,0.000229063
167,2011.73,0.83186,1.1465,0.43288,0.8468,0.89897,0.87333,0.92918,0.57445,0.74863,0.63236,0.68635,0.28612,1.20396,1.61674,0.53507,0.90516,0.000222875,0.000222875,0.000222875
168,2023.69,0.82404,1.14254,0.43372,0.84633,0.92812,0.85965,0.93322,0.57849,0.71139,0.65246,0.67311,0.26818,1.21275,1.71637,0.53742,0.90597,0.000216688,0.000216688,0.000216688
169,2035.8,0.81964,1.11614,0.42871,0.84097,0.93257,0.84206,0.92356,0.56943,0.71341,0.62928,0.65211,0.26455,1.22923,1.70668,0.5491,0.90641,0.0002105,0.0002105,0.0002105
170,2047.78,0.82788,1.11892,0.42937,0.84168,0.91917,0.84364,0.92492,0.57567,0.72087,0.62989,0.66577,0.2769,1.21669,1.72194,0.54785,0.9105,0.000204313,0.000204313,0.000204313
171,2059.69,0.82528,1.11398,0.42927,0.8414,0.90509,0.85258,0.92918,0.58147,0.71644,0.63892,0.66824,0.27655,1.21677,1.73742,0.54131,0.90599,0.000198125,0.000198125,0.000198125
172,2071.75,0.8088,1.09486,0.42617,0.84065,0.95271,0.83019,0.92767,0.57742,0.74114,0.63775,0.66282,0.27128,1.2303,1.7201,0.54429,0.90787,0.000191938,0.000191938,0.000191938
173,2083.68,0.80025,1.10466,0.42424,0.83779,0.93686,0.82537,0.91738,0.57296,0.70086,0.61182,0.6317,0.24926,1.2256,1.68558,0.54149,0.91151,0.00018575,0.00018575,0.00018575
174,2095.57,0.81806,1.11484,0.42734,0.84005,0.93631,0.82934,0.92145,0.57875,0.69091,0.62536,0.65484,0.25882,1.22353,1.73415,0.54052,0.91129,0.000179563,0.000179563,0.000179563
175,2107.51,0.80648,1.08816,0.42455,0.83869,0.88505,0.86231,0.91759,0.57055,0.72893,0.62443,0.672,0.2727,1.21919,1.66917,0.5429,0.90755,0.000173375,0.000173375,0.000173375
176,2119.44,0.78909,1.08968,0.41944,0.83957,0.91214,0.8609,0.92841,0.57575,0.68503,0.66459,0.66459,0.26638,1.23129,1.79434,0.54123,0.91118,0.000167188,0.000167188,0.000167188
177,2131.48,0.79016,1.08814,0.41558,0.83711,0.92202,0.82896,0.92431,0.58323,0.68196,0.64614,0.6636,0.26741,1.22435,1.73876,0.54388,0.90984,0.000161,0.000161,0.000161
178,2143.47,0.80056,1.09355,0.41988,0.83726,0.904,0.84924,0.92771,0.57639,0.74163,0.63638,0.69153,0.27367,1.22175,1.66077,0.54594,0.90686,0.000154812,0.000154812,0.000154812
179,2155.35,0.80347,1.08306,0.42189,0.8387,0.92252,0.839,0.92448,0.57292,0.6949,0.63326,0.66444,0.25681,1.24546,1.71538,0.54597,0.90906,0.000148625,0.000148625,0.000148625
180,2167.62,0.78799,1.07116,0.41822,0.83455,0.91628,0.82807,0.91607,0.57048,0.72108,0.59546,0.64166,0.25798,1.24092,1.75079,0.54649,0.90927,0.000142437,0.000142437,0.000142437
181,2179.61,0.78762,1.07287,0.41643,0.83598,0.89579,0.87245,0.92462,0.58101,0.67841,0.6678,0.65732,0.26609,1.21207,1.6843,0.53929,0.9079,0.00013625,0.00013625,0.00013625
182,2191.55,0.77821,1.0698,0.41489,0.83428,0.93136,0.82535,0.9235,0.5753,0.71678,0.61788,0.65429,0.26239,1.22793,1.71366,0.5418,0.91012,0.000130062,0.000130062,0.000130062
183,2203.48,0.7886,1.07975,0.41564,0.83604,0.943,0.82954,0.92224,0.58018,0.71654,0.63361,0.65486,0.2683,1.21983,1.71675,0.5431,0.90976,0.000123875,0.000123875,0.000123875
184,2215.39,0.78542,1.088,0.41381,0.83392,0.95268,0.82503,0.92736,0.57463,0.74722,0.62329,0.67223,0.2699,1.22772,1.69303,0.54388,0.91202,0.000117687,0.000117687,0.000117687
185,2227.24,0.78777,1.08727,0.41484,0.83791,0.92761,0.83894,0.92042,0.57753,0.73439,0.63374,0.67405,0.26465,1.22342,1.7017,0.53635,0.90872,0.0001115,0.0001115,0.0001115
186,2239.08,0.77757,1.07012,0.40943,0.83526,0.92617,0.84472,0.92327,0.58195,0.72361,0.65612,0.68142,0.28094,1.21614,1.7486,0.53675,0.90814,0.000105312,0.000105312,0.000105312
187,2250.9,0.77026,1.05223,0.41075,0.83121,0.94972,0.82841,0.91597,0.57814,0.70247,0.61001,0.64332,0.25407,1.23155,1.76772,0.53943,0.90951,9.9125e-05,9.9125e-05,9.9125e-05
188,2262.8,0.76201,1.03778,0.40682,0.83195,0.92102,0.84354,0.92139,0.57906,0.69864,0.63759,0.6657,0.26956,1.2246,1.73539,0.53803,0.90964,9.29375e-05,9.29375e-05,9.29375e-05
189,2274.68,0.75665,1.06103,0.40573,0.83356,0.93831,0.84325,0.9258,0.58027,0.71677,0.63316,0.65661,0.2675,1.23155,1.75386,0.54296,0.91127,8.675e-05,8.675e-05,8.675e-05
190,2286.64,0.77375,1.07047,0.40913,0.8318,0.9458,0.82202,0.92191,0.57556,0.72479,0.62177,0.65105,0.25766,1.22682,1.74809,0.53715,0.90987,8.05625e-05,8.05625e-05,8.05625e-05
191,2318.8,0.74734,1.04815,0.40546,0.83543,0.93392,0.83552,0.91982,0.58124,0.7191,0.63358,0.65785,0.2695,1.23055,1.73752,0.53719,0.91076,7.4375e-05,7.4375e-05,7.4375e-05
192,2330.4,0.74066,1.02192,0.39889,0.83258,0.94252,0.8425,0.92005,0.57625,0.708,0.63246,0.65877,0.26454,1.2339,1.79254,0.5394,0.91264,6.81875e-05,6.81875e-05,6.81875e-05
193,2341.91,0.72547,1.03974,0.39491,0.83129,0.93237,0.84216,0.9221,0.58044,0.73916,0.61646,0.66293,0.26976,1.22389,1.77733,0.53746,0.91084,6.2e-05,6.2e-05,6.2e-05
194,2353.45,0.72225,1.01336,0.39261,0.82615,0.94075,0.83871,0.91998,0.57431,0.71396,0.61744,0.64377,0.26337,1.22498,1.77603,0.53551,0.90812,5.58125e-05,5.58125e-05,5.58125e-05
195,2365.03,0.71583,0.9999,0.39271,0.82981,0.94544,0.83531,0.92114,0.58061,0.7383,0.63582,0.66719,0.27192,1.21527,1.75365,0.53371,0.90855,4.9625e-05,4.9625e-05,4.9625e-05
196,2376.68,0.71023,1.01475,0.38929,0.82867,0.93932,0.83102,0.91831,0.57236,0.73503,0.6322,0.6658,0.2689,1.22696,1.79265,0.5371,0.90922,4.34375e-05,4.34375e-05,4.34375e-05
197,2388.28,0.71442,1.00751,0.39178,0.83002,0.93264,0.83532,0.92078,0.57749,0.74414,0.63252,0.67545,0.27337,1.223,1.7845,0.53732,0.90858,3.725e-05,3.725e-05,3.725e-05
198,2399.89,0.69925,0.99115,0.38555,0.82671,0.95313,0.83028,0.92088,0.57806,0.72511,0.6232,0.6521,0.2652,1.226,1.77183,0.53881,0.90918,3.10625e-05,3.10625e-05,3.10625e-05
199,2411.54,0.70812,1.00818,0.38666,0.82855,0.93713,0.83381,0.92084,0.58331,0.72505,0.63757,0.66808,0.27164,1.21912,1.74788,0.53431,0.90912,2.4875e-05,2.4875e-05,2.4875e-05
200,2423.18,0.70604,1.00847,0.38612,0.82631,0.94763,0.8325,0.92152,0.58117,0.73608,0.63755,0.67844,0.27323,1.21445,1.75585,0.53337,0.90821,1.86875e-05,1.86875e-05,1.86875e-05
