epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,119.309,1.47827,1.90135,0.86924,0.96081,0.78345,0.77952,0.82488,0.39878,0.62132,0.55768,0.5388,0.19046,1.54025,1.93823,0.79953,0.94614,0.000915875,0.000915875,0.000915875
29,123.493,1.49301,1.90308,0.85665,0.95207,0.80507,0.74808,0.81904,0.3809,0.60828,0.56124,0.50944,0.17279,1.5882,2.10869,0.8257,0.95808,0.0009035,0.0009035,0.0009035
30,127.795,1.45624,1.85205,0.83154,0.95042,0.79665,0.78383,0.82905,0.40492,0.5679,0.57837,0.50961,0.17358,1.54115,2.01245,0.82117,0.94869,0.000891125,0.000891125,0.000891125
31,132.061,1.44306,1.85093,0.82789,0.95147,0.7704,0.77818,0.82033,0.39207,0.57403,0.61479,0.53139,0.18482,1.51987,1.9965,0.80165,0.94127,0.00087875,0.00087875,0.00087875
32,136.333,1.41987,1.80972,0.81703,0.94809,0.86702,0.75272,0.85146,0.41498,0.61474,0.53165,0.50136,0.17921,1.5128,1.99215,0.79904,0.93837,0.000866375,0.000866375,0.000866375
33,140.629,1.45745,1.85034,0.83332,0.95543,0.73904,0.76141,0.79804,0.38798,0.5269,0.53061,0.46419,0.14986,1.53337,2.0211,0.81335,0.94155,0.000854,0.000854,0.000854
34,144.865,1.45351,1.81554,0.82095,0.94612,0.83368,0.76951,0.85097,0.40667,0.64372,0.53598,0.53666,0.1916,1.54734,2.05336,0.80228,0.94742,0.000841625,0.000841625,0.000841625
35,149.085,1.47232,1.8468,0.83668,0.96297,0.78629,0.78448,0.8327,0.39349,0.56026,0.49323,0.45818,0.1609,1.53168,2.05099,0.7952,0.94057,0.00082925,0.00082925,0.00082925
36,153.372,1.44882,1.85782,0.82422,0.95039,0.77527,0.77145,0.81094,0.39733,0.56443,0.55601,0.51703,0.17838,1.51706,2.08499,0.79286,0.93754,0.000816875,0.000816875,0.000816875
37,157.608,1.44583,1.8676,0.80786,0.94145,0.87655,0.7475,0.83288,0.40777,0.65448,0.5435,0.53429,0.17335,1.53492,2.00665,0.79544,0.9412,0.0008045,0.0008045,0.0008045
38,161.857,1.42564,1.80403,0.7961,0.93636,0.75456,0.79361,0.81846,0.39786,0.57845,0.57931,0.51643,0.18088,1.49226,1.93297,0.78139,0.93292,0.000792125,0.000792125,0.000792125
39,166.084,1.4038,1.78043,0.78934,0.93892,0.83349,0.76003,0.83422,0.40629,0.58748,0.54038,0.50667,0.1743,1.49133,1.95935,0.78772,0.93845,0.00077975,0.00077975,0.00077975
40,170.326,1.39077,1.76081,0.78785,0.9406,0.77284,0.76702,0.81552,0.40524,0.56814,0.55097,0.51762,0.1824,1.50651,1.95553,0.7956,0.94355,0.000767375,0.000767375,0.000767375
41,174.655,1.41103,1.78195,0.79238,0.93901,0.83562,0.76728,0.83932,0.42256,0.60611,0.56514,0.51141,0.17531,1.4804,1.90477,0.77379,0.9328,0.000755,0.000755,0.000755
42,178.905,1.41262,1.80874,0.78993,0.93829,0.79441,0.77174,0.82983,0.42069,0.56251,0.57991,0.51496,0.18003,1.5161,1.90588,0.77421,0.93032,0.000742625,0.000742625,0.000742625
43,183.151,1.38784,1.79856,0.78124,0.93612,0.80644,0.78083,0.82767,0.41672,0.61677,0.57606,0.52432,0.18242,1.50008,1.94317,0.7784,0.93088,0.00073025,0.00073025,0.00073025
44,187.299,1.39081,1.79356,0.78676,0.93523,0.82989,0.7983,0.84,0.4221,0.61445,0.5974,0.55126,0.18646,1.47013,1.85601,0.77472,0.93187,0.000717875,0.000717875,0.000717875
45,191.424,1.38008,1.74232,0.77015,0.93012,0.84019,0.74985,0.83116,0.41111,0.60628,0.56771,0.52781,0.18797,1.53613,1.9624,0.79266,0.93713,0.0007055,0.0007055,0.0007055
46,195.594,1.39578,1.77727,0.76695,0.93255,0.81058,0.75914,0.82042,0.40451,0.58085,0.52918,0.49352,0.16739,1.51314,1.9931,0.77895,0.93721,0.000693125,0.000693125,0.000693125
47,199.732,1.3689,1.72651,0.76118,0.92997,0.84047,0.77434,0.8485,0.42085,0.62933,0.55869,0.5337,0.1953,1.47246,1.92456,0.75556,0.93155,0.00068075,0.00068075,0.00068075
48,203.913,1.3486,1.76621,0.75627,0.93013,0.80603,0.82483,0.85215,0.43262,0.62475,0.59284,0.55755,0.19927,1.47742,1.88115,0.75879,0.92951,0.000668375,0.000668375,0.000668375
49,208.09,1.35448,1.77888,0.76177,0.93447,0.80527,0.82174,0.85638,0.44086,0.68663,0.56738,0.5903,0.21191,1.44718,1.90876,0.75121,0.92876,0.000656,0.000656,0.000656
50,212.274,1.33603,1.67762,0.74479,0.92434,0.8067,0.80363,0.86716,0.44139,0.61551,0.55163,0.52869,0.18095,1.44638,1.96815,0.74659,0.92671,0.000643625,0.000643625,0.000643625
51,216.5,1.35016,1.74081,0.74997,0.93014,0.80715,0.80373,0.84467,0.4271,0.6046,0.5994,0.54746,0.19026,1.49005,1.97954,0.74804,0.9359,0.00063125,0.00063125,0.00063125
52,220.744,1.36212,1.74567,0.74498,0.92293,0.82863,0.8043,0.85499,0.44031,0.63567,0.59656,0.57476,0.20276,1.45128,1.81902,0.74453,0.92654,0.000618875,0.000618875,0.000618875
53,224.888,1.33243,1.71071,0.74129,0.92699,0.86577,0.76439,0.85238,0.44414,0.64986,0.55563,0.54208,0.1978,1.45253,1.84601,0.7472,0.92673,0.0006065,0.0006065,0.0006065
54,229.165,1.34233,1.70112,0.73161,0.92343,0.83951,0.7986,0.85585,0.44499,0.6498,0.57416,0.56243,0.19404,1.4421,1.86142,0.73445,0.92342,0.000594125,0.000594125,0.000594125
55,233.285,1.3145,1.72818,0.73303,0.92687,0.84755,0.79082,0.86836,0.44267,0.59232,0.58551,0.53756,0.191,1.42922,1.95208,0.74477,0.92013,0.00058175,0.00058175,0.00058175
56,237.471,1.32428,1.71221,0.73266,0.91899,0.84791,0.75134,0.83922,0.4377,0.62433,0.53539,0.50961,0.17612,1.44316,1.8771,0.73474,0.92635,0.000569375,0.000569375,0.000569375
57,241.733,1.29476,1.65805,0.72306,0.91743,0.91167,0.77093,0.86805,0.44171,0.70485,0.59288,0.58212,0.2226,1.46004,1.859,0.72787,0.92445,0.000557,0.000557,0.000557
58,245.86,1.31067,1.68893,0.72572,0.92397,0.79239,0.80936,0.8445,0.43015,0.57647,0.61558,0.55669,0.18734,1.45938,1.88399,0.75112,0.92676,0.000544625,0.000544625,0.000544625
59,249.987,1.33089,1.72432,0.7372,0.92027,0.8659,0.77478,0.85451,0.44488,0.65555,0.57726,0.55924,0.20564,1.45163,1.87326,0.73744,0.92293,0.00053225,0.00053225,0.00053225
60,254.18,1.31525,1.66153,0.7252,0.9257,0.83696,0.8004,0.86157,0.44272,0.62584,0.59661,0.56408,0.20958,1.43697,1.82435,0.73304,0.92317,0.000519875,0.000519875,0.000519875
61,258.511,1.32619,1.68176,0.72498,0.92112,0.85532,0.76268,0.86436,0.44732,0.67311,0.56887,0.56767,0.2027,1.42948,1.85916,0.73043,0.91888,0.0005075,0.0005075,0.0005075
62,262.756,1.28535,1.64382,0.71427,0.91554,0.79205,0.7917,0.83686,0.43418,0.62798,0.52012,0.51237,0.17791,1.45212,1.92445,0.73708,0.92169,0.000495125,0.000495125,0.000495125
63,266.913,1.32249,1.68901,0.72608,0.92012,0.8613,0.76434,0.86696,0.44177,0.63361,0.54896,0.53242,0.17907,1.42974,1.93604,0.72857,0.91871,0.00048275,0.00048275,0.00048275
64,271.148,1.32161,1.64953,0.71552,0.91483,0.84895,0.79601,0.86982,0.45474,0.65326,0.61315,0.59265,0.21447,1.42974,1.83541,0.71467,0.92067,0.000470375,0.000470375,0.000470375
65,275.33,1.3085,1.66735,0.71032,0.91931,0.84991,0.80836,0.87391,0.4676,0.63239,0.59863,0.55676,0.21163,1.40993,1.81902,0.71601,0.9202,0.000458,0.000458,0.000458
66,279.477,1.26353,1.65522,0.69611,0.90908,0.89306,0.77027,0.87422,0.47077,0.67601,0.58194,0.59019,0.22622,1.42612,1.82519,0.71444,0.91991,0.000445625,0.000445625,0.000445625
67,283.667,1.25595,1.63262,0.69274,0.90812,0.90295,0.7728,0.87674,0.46641,0.68371,0.56522,0.56839,0.20509,1.41013,1.81667,0.71564,0.92073,0.00043325,0.00043325,0.00043325
68,287.876,1.25182,1.61314,0.6931,0.90525,0.87196,0.79509,0.8805,0.4687,0.60969,0.58503,0.54879,0.20489,1.41131,1.82083,0.71762,0.91789,0.000420875,0.000420875,0.000420875
69,291.974,1.25551,1.65007,0.70133,0.91138,0.85724,0.80929,0.86594,0.47086,0.63391,0.62335,0.58861,0.21398,1.40713,1.8136,0.71803,0.91416,0.0004085,0.0004085,0.0004085
70,296.147,1.2416,1.61592,0.68479,0.902,0.86475,0.80825,0.87794,0.47195,0.6498,0.59975,0.57029,0.21331,1.40074,1.78041,0.70441,0.91713,0.000396125,0.000396125,0.000396125
71,300.405,1.26956,1.6458,0.69318,0.91065,0.86918,0.79635,0.87147,0.4672,0.65805,0.60844,0.58935,0.22054,1.39783,1.81162,0.70836,0.91918,0.00038375,0.00038375,0.00038375
72,304.684,1.24322,1.60355,0.68742,0.90029,0.88852,0.79608,0.87835,0.47496,0.65086,0.61142,0.57604,0.21255,1.40443,1.82276,0.71195,0.9179,0.000371375,0.000371375,0.000371375
73,308.918,1.24212,1.63084,0.68041,0.9005,0.88555,0.79972,0.8763,0.47115,0.63436,0.58895,0.56636,0.20119,1.41881,1.81936,0.71175,0.92045,0.000359,0.000359,0.000359
74,313.12,1.23561,1.60229,0.68163,0.90403,0.84459,0.79468,0.86194,0.47598,0.63763,0.59968,0.58098,0.21786,1.38681,1.7701,0.69693,0.91521,0.000346625,0.000346625,0.000346625
75,317.369,1.23874,1.6051,0.68266,0.90607,0.86714,0.79387,0.87774,0.47386,0.66088,0.59003,0.56515,0.21106,1.40368,1.78544,0.70174,0.9172,0.00033425,0.00033425,0.00033425
76,321.501,1.22341,1.59099,0.67718,0.90817,0.87094,0.77625,0.86587,0.46975,0.66436,0.5573,0.56007,0.20641,1.40078,1.8061,0.70589,0.91687,0.000321875,0.000321875,0.000321875
77,325.683,1.20516,1.57887,0.67264,0.90294,0.86449,0.7898,0.86784,0.46401,0.64014,0.62148,0.59053,0.21587,1.41855,1.81526,0.70756,0.91976,0.0003095,0.0003095,0.0003095
78,329.901,1.23197,1.56681,0.67906,0.9,0.88361,0.79341,0.87395,0.47216,0.63742,0.61085,0.57351,0.22594,1.39644,1.79478,0.69837,0.9166,0.000297125,0.000297125,0.000297125
79,334.055,1.24537,1.60133,0.68634,0.90881,0.85794,0.78559,0.86299,0.46426,0.6466,0.59128,0.57392,0.21941,1.39806,1.79409,0.698,0.91722,0.00028475,0.00028475,0.00028475
80,338.3,1.21954,1.59849,0.67114,0.90433,0.83541,0.81065,0.87048,0.47273,0.65037,0.58488,0.568,0.21345,1.39561,1.79989,0.70018,0.91342,0.000272375,0.000272375,0.000272375
81,342.421,1.19826,1.56765,0.66597,0.89492,0.85167,0.82166,0.88377,0.48773,0.64026,0.63253,0.59292,0.22487,1.39459,1.77449,0.69947,0.91314,0.00026,0.00026,0.00026
82,346.685,1.2178,1.54926,0.66913,0.90027,0.91646,0.78293,0.8843,0.47324,0.68909,0.58237,0.58692,0.22043,1.40075,1.79633,0.69555,0.91341,0.000247625,0.000247625,0.000247625
83,350.849,1.19438,1.54735,0.66205,0.90299,0.86298,0.8154,0.88623,0.47812,0.64368,0.60694,0.57773,0.21434,1.37869,1.78628,0.69292,0.91202,0.00023525,0.00023525,0.00023525
84,354.967,1.21817,1.57935,0.66911,0.89845,0.80813,0.8191,0.8643,0.46658,0.63938,0.56483,0.56614,0.2135,1.39572,1.81748,0.69503,0.91438,0.000222875,0.000222875,0.000222875
85,359.166,1.19161,1.53828,0.66035,0.89864,0.86048,0.79755,0.87204,0.48574,0.65912,0.59916,0.58331,0.2151,1.37223,1.78845,0.69364,0.91208,0.0002105,0.0002105,0.0002105
86,363.347,1.18107,1.53957,0.65914,0.89656,0.84962,0.81828,0.8808,0.48233,0.64093,0.6037,0.57954,0.22497,1.38678,1.80327,0.69216,0.91572,0.000198125,0.000198125,0.000198125
87,367.525,1.19128,1.56214,0.65617,0.89294,0.8668,0.80498,0.87823,0.48035,0.64336,0.59662,0.56524,0.21513,1.39072,1.79502,0.68966,0.91605,0.00018575,0.00018575,0.00018575
88,371.63,1.18805,1.55789,0.65449,0.89775,0.8967,0.79068,0.8774,0.4803,0.66465,0.58466,0.5734,0.22328,1.39244,1.77118,0.6863,0.91681,0.000173375,0.000173375,0.000173375
89,375.887,1.17934,1.53101,0.65219,0.8936,0.84122,0.80871,0.87201,0.47649,0.62186,0.60669,0.57372,0.22007,1.3883,1.77316,0.6896,0.91554,0.000161,0.000161,0.000161
90,380.05,1.20215,1.57956,0.66448,0.89504,0.90002,0.76236,0.8759,0.48322,0.68664,0.57746,0.58384,0.21473,1.37644,1.78853,0.68953,0.91385,0.000148625,0.000148625,0.000148625
91,404.347,1.12879,1.51365,0.63823,0.89298,0.86107,0.81945,0.87719,0.48438,0.66201,0.5604,0.55776,0.20497,1.37423,1.77378,0.68943,0.91364,0.00013625,0.00013625,0.00013625
92,408.254,1.11342,1.48615,0.63509,0.89256,0.84569,0.79827,0.86864,0.48726,0.61746,0.60802,0.565,0.20766,1.37472,1.79353,0.68753,0.91213,0.000123875,0.000123875,0.000123875
93,412.165,1.11387,1.47838,0.63008,0.888,0.88946,0.79165,0.87449,0.48601,0.68169,0.61372,0.60436,0.22601,1.37822,1.76828,0.6871,0.91064,0.0001115,0.0001115,0.0001115
94,416.055,1.10517,1.50612,0.62805,0.89243,0.89204,0.78158,0.87432,0.48626,0.67708,0.57731,0.57462,0.22109,1.37292,1.75984,0.69032,0.91037,9.9125e-05,9.9125e-05,9.9125e-05
95,420.02,1.09742,1.4739,0.62325,0.88692,0.88713,0.79556,0.8804,0.49076,0.6729,0.59917,0.58409,0.22387,1.35571,1.7811,0.68062,0.91053,8.675e-05,8.675e-05,8.675e-05
96,424.069,1.08104,1.45044,0.61252,0.88869,0.88771,0.78515,0.88166,0.49309,0.66519,0.58035,0.57337,0.22054,1.36098,1.82582,0.6812,0.90856,7.4375e-05,7.4375e-05,7.4375e-05
97,428.073,1.07904,1.45591,0.61621,0.88731,0.86904,0.80414,0.88707,0.49163,0.69025,0.57985,0.5841,0.2119,1.36951,1.77791,0.68244,0.91136,6.2e-05,6.2e-05,6.2e-05
98,432.018,1.0791,1.4604,0.6126,0.88556,0.86917,0.80135,0.88474,0.49524,0.70598,0.58692,0.60605,0.22469,1.36287,1.77252,0.67781,0.91067,4.9625e-05,4.9625e-05,4.9625e-05
99,435.963,1.07708,1.45432,0.61064,0.88379,0.90188,0.79026,0.88329,0.48915,0.66855,0.57334,0.57634,0.21252,1.37312,1.79378,0.68394,0.91096,3.725e-05,3.725e-05,3.725e-05
100,439.87,1.07911,1.45083,0.61455,0.88617,0.91746,0.78245,0.88681,0.49911,0.69971,0.58725,0.60222,0.22162,1.35821,1.77601,0.67981,0.90986,2.4875e-05,2.4875e-05,2.4875e-05
